pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
1rpf,3.99,general,Ki,=
4hyi,8.52,general,IC50,=
1uwh,7.66,general,IC50,=
2vd4,4.74,general,IC50,=
1hqh,6.30,general,Ki,=
1cp6,5.00,general,Ki,=
1qng,7.89,general,Kd,=
2clf,3.55,general,Kd,=
3wzq,6.23,general,Kd,=
1qy2,5.74,general,Kd,=
1wbg,3.00,general,IC50,=
2k00,4.62,general,Kd,=
3zim,8.17,general,IC50,=
1q3w,8.40,general,IC50,=
4qf7,8.60,general,Kd,=
4zo5,9.82,general,Ki,=
1mmp,6.07,general,Ki,=
3az9,6.00,general,Kd,~
4bt3,3.12,general,Ki,=
4n70,12.00,general,Ki,=
4nxo,7.22,general,IC50,=
4unn,6.38,general,IC50,=
4y67,6.93,general,IC50,=
4m0y,6.46,general,Kd,=
4eg5,8.10,general,IC50,=
1u9x,8.15,general,IC50,=
4jjg,8.70,general,Ki,=
3mpm,7.52,general,IC50,=
4mho,5.08,general,Ki,=
4eoh,4.30,general,Ki,=
1y2e,6.80,general,IC50,=
3zjt,5.64,general,IC50,=
4x3r,11.07,general,Ki,=
3ug2,8.25,general,Kd,=
1dx6,6.19,general,IC50,=
3msk,4.59,general,IC50,=
4f9v,6.03,general,Ki,=
4tq3,5.49,general,Kd,=
3pkc,6.02,general,IC50,=
2qc6,7.00,general,IC50,=
4gy5,6.82,general,Kd,=
2o4p,10.72,general,Kd,=
4kne,5.90,general,Kd,=
4hxq,7.22,general,IC50,=
3atu,8.30,general,Kd,=
1oiy,7.19,general,IC50,=
4wnk,6.42,general,IC50,=
4ep2,5.35,general,Kd,=
2pbw,8.25,general,Ki,=
2i0a,11.40,general,Ki,=
2r3c,5.66,general,IC50,=
2xog,3.43,general,Ki,=
3bgq,7.96,general,Ki,=
2bgn,5.70,general,Ki,=
1c5p,4.68,general,Ki,=
1sts,5.00,general,Kd,=
4ruu,7.54,general,Kd,=
4awf,5.57,general,IC50,=
4u5u,2.89,general,Kd,=
4iuo,3.64,general,Kd,=
3btl,5.96,general,Kd,=
2ewp,7.10,general,IC50,=
4wcu,8.52,general,IC50,=
1ie9,10.19,general,Kd,=
1gpn,6.48,general,Ki,=
1zeo,6.68,general,IC50,=
1o30,6.77,general,Ki,=
3uat,6.66,general,Kd,=
4yti,7.89,general,Ki,=
3ery,5.66,general,Kd,=
4e5f,4.82,general,IC50,=
1cqp,5.62,general,IC50,=
1ft7,5.18,general,Ki,=
4kva,3.94,general,Kd,=
1tkc,4.85,general,Kd,=
2rf2,8.44,general,IC50,=
4xv1,8.38,general,IC50,=
4qab,9.70,general,Kd,=
1i8z,8.90,general,IC50,=
4is6,6.20,general,IC50,=
3liw,7.60,general,Ki,=
4dwk,6.22,general,IC50,=
2r2l,9.00,general,IC50,=
5c5h,6.40,general,Kd,=
1ej4,7.30,general,Kd,=
2nnk,8.37,general,Ki,=
4z8m,7.44,general,Kd,=
3eu7,6.18,general,Kd,=
1bnm,10.00,general,Kd,=
4f7j,5.24,general,Kd,=
1awi,4.05,general,Kd,=
4gbd,11.32,general,Ki,=
3fvh,6.35,general,Kd,=
2qcn,5.00,general,IC50,=
3ms9,5.22,general,Kd,=
5aic,4.30,general,IC50,=
3dxh,3.19,general,Ki,=
2hpa,4.60,general,Ki,=
2amv,8.80,general,Ki,=
3mwu,8.05,general,IC50,=
4itj,6.42,general,IC50,=
4h7q,5.06,general,Kd,=
3o99,10.82,general,Ki,=
4n1b,5.96,general,IC50,=
3hu3,6.89,general,Kd,=
4z1j,8.11,general,Ki,=
3nc4,4.58,general,IC50,=
1c5s,6.00,general,Ki,=
1bwa,8.60,general,Ki,=
4tyo,7.10,general,Ki,=
3b4p,5.40,general,Kd,=
2ria,2.57,general,IC50,=
4tlr,8.52,general,IC50,=
1njd,5.57,general,Kd,=
2xm1,5.07,general,Kd,=
4e6q,8.36,general,Ki,=
2bve,3.67,general,IC50,=
4p4i,7.46,general,IC50,=
4nxu,5.54,general,Kd,=
2ieh,6.96,general,IC50,=
3vye,8.11,general,IC50,=
2bmg,7.74,general,Ki,=
3g2w,5.66,general,Kd,=
4bi7,4.58,general,Kd,=
3rr4,4.55,general,Ki,=
3pma,5.40,general,Kd,=
2pu2,4.43,general,Ki,=
3o5x,5.28,general,Ki,=
3dek,7.57,general,IC50,=
2oc9,7.96,general,Ki,=
2xkd,5.64,general,IC50,=
2gbf,7.92,general,Ki,=
1t08,5.51,general,Kd,=
3r92,7.02,general,IC50,=
3p5o,7.26,general,Kd,=
1a46,5.70,general,Ki,=
2chx,7.74,general,IC50,=
4zb6,6.28,general,Kd,=
2xpc,3.90,general,Ki,=
3tpu,4.32,general,Kd,=
3arw,6.15,general,Kd,=
1ryf,8.80,general,Kd,=
2pj3,8.18,general,IC50,=
4je7,6.40,general,Kd,=
3fqa,0.49,general,IC50,=
2i7c,5.07,general,IC50,=
3ntp,4.92,general,IC50,=
2jdp,6.60,general,Kd,=
3fup,7.66,general,IC50,=
1gjd,5.22,general,Ki,=
1ozv,1.44,general,Ki,=
2ypo,4.68,general,Kd,=
1kav,5.82,general,Ki,=
1b3l,5.89,general,Kd,=
4jg1,6.63,general,Kd,=
4fil,7.47,general,Kd,=
4mg9,5.68,general,Kd,=
2nxm,5.19,general,Kd,=
1onz,5.10,general,Kd,=
2pwc,6.57,general,Ki,=
2uw0,7.70,general,IC50,=
4frk,8.10,general,IC50,=
1q91,4.15,general,Ki,=
2v12,9.05,general,IC50,=
4fc0,7.16,general,IC50,=
1avd,15.00,general,Kd,=
2xow,5.22,general,IC50,=
3kdb,9.85,general,Kd,=
2ya6,5.70,general,Ki,=
3ce3,8.74,general,IC50,=
1gnm,6.25,general,Ki,=
3zrm,6.89,general,IC50,=
2woa,5.94,general,IC50,=
1rdj,1.66,general,Ki,=
4gkm,5.17,general,Ki,=
2oq6,3.60,general,IC50,=
3k3b,6.70,general,IC50,=
4c6v,4.59,general,Kd,=
2vhq,3.85,general,Kd,=
4rlu,4.82,general,Kd,=
4dpu,7.30,general,Ki,=
5er1,6.02,general,Ki,=
2bet,2.77,general,Ki,=
1bzs,8.00,general,IC50,=
3tvx,4.14,general,Ki,=
5al5,7.15,general,IC50,=
2uy0,6.92,general,Ki,=
4qga,7.92,general,IC50,=
3poa,7.00,general,Kd,=
4jsc,7.13,general,IC50,=
2ccb,7.45,general,Kd,=
2b1v,5.74,general,Ki,=
3rum,5.77,general,Kd,=
4eke,4.48,general,Ki,=
4e3o,6.51,general,Ki,=
4agl,3.65,general,Kd,=
2waj,6.40,general,IC50,=
4mss,6.40,general,Ki,=
1dhi,7.26,general,Kd,=
4pce,5.15,general,IC50,=
3a1c,4.00,general,Kd,=
1zoh,7.00,general,Ki,=
4luz,4.70,general,Kd,=
4eyj,6.21,general,IC50,=
3mpe,7.40,general,IC50,=
4vgc,6.90,general,Ki,=
2wva,10.70,general,Kd,=
3l0k,4.62,general,IC50,=
2xs8,4.61,general,Kd,=
3jyj,5.74,general,Ki,=
4pkr,4.82,general,IC50,=
2pql,7.28,general,Kd,=
1tuf,4.05,general,Ki,=
1b9j,5.96,general,Kd,=
2f10,3.48,general,Ki,=
5auz,4.01,general,IC50,=
1u2r,5.41,general,Kd,=
1ajq,4.31,general,Ki,=
5am0,5.88,general,IC50,=
4i1r,4.65,general,Kd,=
2ha3,3.03,general,Kd,=
4ie4,5.48,general,IC50,=
3g9l,6.13,general,Ki,=
4gcj,7.70,general,IC50,=
3o8g,5.13,general,IC50,=
1c12,8.72,general,Kd,=
4tk5,7.49,general,IC50,=
1gi8,5.05,general,Ki,=
3wyy,8.49,general,IC50,=
5acx,5.05,general,Kd,=
4d9p,3.84,general,IC50,=
3lxk,9.80,general,Kd,=
2bak,7.43,general,Kd,=
2zz6,6.72,general,Ki,=
4ywa,7.55,general,Kd,=
4qlq,8.18,general,IC50,=
4pmm,7.57,general,Kd,=
3zs1,6.40,general,IC50,=
2qi3,10.20,general,Ki,=
2clk,3.79,general,Kd,=
4twc,7.40,general,IC50,=
4mr6,6.60,general,Kd,=
4yuz,5.04,general,IC50,=
4dv9,6.72,general,IC50,=
1okz,8.30,general,IC50,=
2pj0,8.09,general,IC50,=
4o0a,6.72,general,Kd,=
4qjo,7.40,general,Kd,=
3d8y,3.40,general,Ki,=
3n9r,7.15,general,Ki,=
3gv6,3.30,general,Kd,>
4z89,4.69,general,Kd,=
1d4k,9.22,general,Ki,=
4jyb,6.96,general,Kd,=
4emf,7.08,general,Kd,=
5ddd,6.59,general,IC50,=
2r3j,8.00,general,IC50,=
1c8k,6.00,general,IC50,=
2uzb,6.92,general,IC50,=
3zpu,8.38,general,Ki,=
3veh,4.96,general,Ki,=
3krx,7.38,general,IC50,=
3rlb,9.92,general,Kd,=
1pxm,7.22,general,Ki,=
4lch,10.62,general,Ki,=
4nmp,4.04,general,Kd,=
4bti,9.70,general,IC50,=
2z3h,4.64,general,Ki,=
2ai7,6.40,general,IC50,=
6abp,6.36,general,Kd,=
4yux,3.74,general,IC50,=
1d8f,7.74,general,IC50,=
3p7a,6.28,general,IC50,=
5a5s,5.90,general,IC50,=
4m5h,4.54,general,Kd,=
3zdv,5.48,general,Kd,=
4phw,10.00,general,IC50,=
2jup,3.81,general,Kd,=
4yrs,3.07,general,IC50,=
4ojr,7.42,general,IC50,~
4hgs,8.30,general,IC50,=
2wsx,2.41,general,Kd,=
1o4j,2.36,general,IC50,=
3v01,7.60,general,IC50,=
1eef,2.92,general,IC50,=
3oxc,8.41,general,Ki,=
1cze,2.62,general,Kd,=
2c02,4.04,general,Ki,=
2bub,7.05,general,IC50,=
4u6r,7.85,general,IC50,=
3hqr,5.52,general,Kd,=
4j0s,6.42,general,IC50,=
3e16,5.24,general,Ki,=
4eqc,8.10,general,IC50,=
4ykk,2.77,general,Ki,=
2xfj,7.89,general,IC50,=
1lrt,5.64,general,Ki,=
3f8e,7.23,general,Ki,=
4or0,7.46,general,Kd,=
2xei,10.62,general,Ki,=
4gj6,5.12,general,IC50,=
3neg,5.94,general,IC50,=
3o1d,5.74,general,Kd,=
3jzs,8.10,general,IC50,=
3pka,6.27,general,IC50,=
2hkf,6.38,general,Kd,=
1met,9.40,general,Ki,=
2oxy,6.52,general,Ki,=
4url,6.30,general,IC50,=
3v8w,8.07,general,IC50,=
4uwk,9.00,general,IC50,=
4p4d,5.74,general,IC50,=
4o24,4.30,general,IC50,=
4hbx,5.72,general,IC50,=
1ogz,5.85,general,Kd,=
4bpj,6.00,general,IC50,=
4mf1,9.15,general,Ki,=
3er5,9.00,general,Ki,=
3gwx,5.40,general,IC50,=
4i9s,6.79,general,Kd,=
1rpa,6.00,general,Ki,=
1syi,5.44,general,Ki,=
5ddf,6.17,general,IC50,=
1my3,5.40,general,IC50,=
4j0y,6.36,general,IC50,=
1g7f,5.47,general,Ki,=
1h28,6.52,general,Kd,=
1o6q,7.64,general,IC50,=
1j81,7.10,general,Kd,=
3bgm,7.41,general,IC50,=
4eb9,8.27,general,IC50,=
3imy,9.70,general,Kd,=
4lps,5.74,general,Kd,=
3wcl,6.59,general,IC50,=
4y83,7.77,general,IC50,=
3u92,7.48,general,Ki,=
3rak,6.89,general,IC50,=
3b26,6.64,general,Kd,=
1c5y,4.20,general,Ki,=
4ocv,5.08,general,Kd,=
4e4l,8.77,general,Ki,=
4yt6,7.96,general,Ki,=
1nw4,9.07,general,Kd,=
4m0r,5.21,general,Ki,=
4io2,6.70,general,Kd,=
1ga8,1.80,general,Ki,=
3ind,5.82,general,IC50,=
3wab,7.47,general,IC50,=
3zmm,9.14,general,Ki,=
2wk6,3.32,general,Ki,=
3pdq,6.74,general,IC50,=
4rx9,7.89,general,IC50,=
4c1w,9.41,general,Kd,=
2c6e,9.10,general,IC50,=
4wh9,3.00,general,IC50,=
4lwt,5.41,general,IC50,=
2uw3,4.10,general,IC50,=
1hvl,9.95,general,Ki,=
3tfv,7.10,general,Ki,=
2h8h,8.57,general,IC50,=
5cy3,7.80,general,IC50,=
4nwm,8.10,general,IC50,=
4nnr,7.26,general,Kd,=
4b4n,3.44,general,Kd,=
4d1j,6.31,general,Kd,=
3nzs,7.12,general,IC50,=
3ip8,2.28,general,Ki,=
2fum,6.10,general,IC50,=
3jyr,5.54,general,Kd,=
1s4d,6.49,general,Ki,=
2bq7,7.05,general,Ki,=
2lha,5.19,general,Kd,=
1o3h,7.30,general,Ki,=
4i1c,8.10,general,IC50,=
4rrv,7.40,general,Kd,=
2y7k,4.93,general,Kd,=
3iit,8.02,general,IC50,=
4joh,3.35,general,Ki,=
4yml,8.35,general,Ki,=
4dn0,5.72,general,Kd,=
3q6s,6.74,general,Kd,=
4pnq,5.00,general,IC50,=
1x07,3.28,general,Kd,=
1ing,2.00,general,IC50,>
4nuc,6.04,general,Ki,=
4euv,6.30,general,Kd,=
4qsh,5.10,general,Kd,=
3rkz,7.08,general,IC50,=
1bgo,8.46,general,Ki,=
4olh,8.30,general,IC50,=
4lk7,5.04,general,Kd,=
4auy,7.74,general,Kd,=
1mzc,10.22,general,IC50,=
4y8z,10.40,general,Ki,=
1jwu,5.34,general,Kd,=
4ymj,7.00,general,IC50,=
2zn7,7.89,general,Ki,=
4ayq,7.33,general,Kd,=
4mbf,5.77,general,Ki,=
2we3,4.43,general,Kd,=
2l75,6.05,general,Kd,=
3sug,6.21,general,Ki,=
1uj0,4.57,general,Kd,=
1w6j,8.19,general,IC50,=
3rz8,8.17,general,Kd,=
3lc5,6.57,general,Ki,=
5auw,5.05,general,IC50,=
4q1b,8.72,general,Ki,=
1rev,7.48,general,Ki,=
2lto,3.11,general,Kd,=
1bqm,7.35,general,IC50,=
1m4h,9.52,general,Ki,=
3qt6,5.37,general,Ki,=
1d7i,3.60,general,Kd,=
4jfs,5.27,general,Ki,=
2k62,4.70,general,Kd,=
2x8e,7.85,general,IC50,=
1oir,7.49,general,IC50,=
2h96,6.64,general,IC50,=
2h2e,3.00,general,Kd,>
1oau,7.70,general,Kd,=
2ao6,9.28,general,Kd,=
5e1b,4.84,general,Kd,=
4h81,5.12,general,Kd,=
4pd5,2.86,general,Kd,=
4eon,6.05,general,Ki,=
2ksb,3.12,general,Ki,=
1utr,8.00,general,Kd,=
4ln2,3.61,general,Kd,=
4pgd,6.92,general,Kd,=
2g94,9.52,general,Ki,=
4fn5,6.76,general,Kd,=
4qyo,8.22,general,Kd,=
1s50,7.20,general,Ki,=
3ip5,6.22,general,Kd,=
4dpy,5.37,general,Ki,=
4ajl,3.80,general,Kd,=
4avw,7.62,general,IC50,=
2c1q,13.00,general,Kd,=
1mfg,4.30,general,Kd,=
3hd3,7.00,general,IC50,=
5e0a,6.59,general,Kd,=
4er1,6.62,general,Ki,=
2epn,7.22,general,Ki,=
5dtj,4.47,general,Kd,=
5ajz,5.70,general,IC50,=
1lpg,7.09,general,Ki,=
1j36,7.74,general,Ki,=
2kbs,5.00,general,Kd,=
4wy6,5.97,general,IC50,=
1s17,8.30,general,IC50,<
3v49,8.02,general,IC50,=
3sie,7.88,general,IC50,=
2qzl,8.10,general,IC50,=
3sov,4.21,general,IC50,=
1me3,7.19,general,Ki,=
1gt4,6.52,general,Kd,=
4ezx,5.80,general,Kd,=
2j83,4.21,general,IC50,=
1ett,5.89,general,Ki,=
3twd,7.74,general,IC50,=
3el0,7.47,general,Kd,=
4x8u,2.46,general,Ki,=
4azc,5.86,general,Kd,=
3r7b,6.15,general,IC50,=
2fqo,6.43,general,Ki,=
1i9l,8.48,general,Kd,=
4pda,4.21,general,Kd,=
4x1f,7.97,general,Kd,=
3fmq,7.95,general,IC50,=
2bcd,10.22,general,IC50,=
3rl8,5.98,general,Kd,=
4rad,7.10,general,Ki,=
4eh9,2.26,general,IC50,=
1gwv,2.57,general,Kd,=
2qfu,4.18,general,Ki,=
2cfd,7.49,general,Ki,=
2gtk,6.60,general,IC50,=
4urn,4.46,general,IC50,=
2pwr,6.59,general,Ki,=
2ath,6.82,general,IC50,=
4l7n,4.84,general,IC50,=
5ea3,8.77,general,Kd,=
4jx7,6.91,general,IC50,=
3srb,4.19,general,IC50,=
1aq7,6.05,general,IC50,=
2o4k,10.46,general,Kd,=
2x6k,5.64,general,IC50,=
3pn4,6.85,general,Ki,=
2ovy,8.40,general,Ki,=
3fcb,5.31,general,IC50,=
1pbk,9.05,general,Ki,=
4unr,8.70,general,IC50,=
4m14,6.70,general,Kd,=
3wf6,7.48,general,IC50,=
2wtx,2.89,general,Ki,=
3cen,8.26,general,Ki,=
4eo4,6.35,general,Ki,=
2zda,8.40,general,Ki,=
3mz3,7.83,general,Ki,=
4mk9,8.05,general,IC50,=
3bmq,5.49,general,Ki,=
4jj7,6.40,general,IC50,=
1v0o,5.26,general,IC50,=
1g50,6.28,general,Kd,=
5dqe,3.63,general,Kd,=
4dhl,4.48,general,Ki,=
1h22,9.10,general,Ki,=
2ydj,8.30,general,IC50,=
1me7,7.19,general,Ki,=
3syr,5.10,general,Ki,=
4lj5,6.29,general,Kd,=
4qfn,4.12,general,Kd,=
1r5n,5.42,general,Kd,=
1oif,7.72,general,Kd,=
2pv3,5.25,general,Kd,=
5bve,11.00,general,IC50,=
2zmj,7.52,general,IC50,=
3mo8,3.10,general,Kd,=
4elb,8.30,general,Ki,=
2feq,8.86,general,IC50,=
2xey,5.19,general,IC50,=
2b5j,9.10,general,IC50,=
1rti,4.77,general,IC50,=
2z4w,6.01,general,IC50,=
4a9c,4.61,general,IC50,=
3ckb,2.98,general,Kd,=
4di2,8.26,general,IC50,=
2rjp,7.00,general,IC50,=
4rlp,8.14,general,IC50,=
2qcf,3.49,general,IC50,=
4z2k,5.78,general,IC50,=
4kn1,6.84,general,Kd,=
3djp,4.20,general,Ki,=
3r8i,5.35,general,Kd,=
2cc7,8.01,general,Kd,=
2iok,9.00,general,IC50,=
3fh7,7.60,general,Kd,=
4ppb,10.00,general,Ki,=
2xe4,7.16,general,Ki,=
4hw7,7.21,general,IC50,=
4e9c,5.96,general,Kd,=
4ryg,8.10,general,IC50,=
2j2i,6.70,general,IC50,=
4z46,2.82,general,Kd,=
4cfe,7.22,general,Kd,=
3h0v,4.82,general,IC50,=
4nja,6.22,general,Kd,=
4li8,8.12,general,IC50,=
1w1v,2.20,general,IC50,=
2fai,6.24,general,Ki,=
4kij,4.30,general,Ki,=
4btt,8.84,general,IC50,=
1epp,7.16,general,Ki,=
4u01,8.46,general,IC50,=
1xqc,7.20,general,IC50,=
4p58,4.60,general,Ki,=
2c94,6.82,general,Kd,=
4j7d,4.70,general,Kd,=
2bpm,8.70,general,IC50,=
4wag,7.08,general,IC50,=
4u2y,3.99,general,IC50,=
1x11,6.49,general,Kd,=
1f7b,4.60,general,Ki,=
3nw7,8.28,general,IC50,=
3v2o,5.31,general,Kd,=
3zha,6.00,general,Kd,~
3l4y,7.00,general,Ki,=
3hy5,7.70,general,Kd,=
1j4p,4.99,general,Kd,=
4n4t,7.31,general,IC50,=
3oaf,8.80,general,Ki,=
2jdk,6.54,general,Kd,=
2bge,2.80,general,IC50,=
2cmb,7.19,general,IC50,=
2qq7,5.24,general,IC50,=
2web,5.12,general,Ki,=
2fxu,8.15,general,Kd,=
5c7d,5.11,general,IC50,=
4luo,3.24,general,Kd,=
2vrx,7.35,general,IC50,=
1e06,5.60,general,IC50,=
1cpi,7.41,general,IC50,=
4hgc,10.00,general,Ki,=
4uyf,7.60,general,Kd,=
3e8n,7.72,general,IC50,=
4jr0,8.20,general,Kd,=
1t2v,6.40,general,Kd,=
3c10,6.52,general,IC50,=
4mwy,7.05,general,IC50,=
4gr3,7.81,general,Ki,=
4fsl,7.70,general,Ki,=
4hiq,8.21,general,Kd,=
1ylv,2.70,general,Ki,=
3skc,8.80,general,IC50,=
3rk9,6.28,general,IC50,=
4gfm,7.22,general,Ki,=
2jt6,7.60,general,Ki,=
3t4n,4.14,general,Kd,=
3jzr,7.44,general,IC50,=
4tim,2.16,general,Ki,=
2c3i,7.60,general,Kd,=
3l8v,8.10,general,IC50,=
2l1b,3.96,general,Kd,=
2ihj,4.59,general,Ki,=
3hqh,4.20,general,Kd,=
3r91,7.04,general,IC50,=
2i1r,5.01,general,IC50,=
2v88,4.09,general,Kd,=
4k9y,6.95,general,Kd,=
2ylq,4.30,general,IC50,~
2qoh,7.70,general,IC50,=
4egk,7.72,general,Kd,=
2w54,6.98,general,Ki,=
1n4k,10.05,general,Kd,=
4pji,3.70,general,Kd,>
1gbt,2.00,general,Ki,=
3vyd,6.39,general,IC50,=
8a3h,4.06,general,Ki,=
2r3h,4.70,general,IC50,=
3h2f,4.06,general,IC50,=
2xl3,5.25,general,Kd,=
4i71,7.74,general,Ki,=
3tg5,4.70,general,Kd,=
4bs4,8.22,general,IC50,=
3jwq,7.60,general,Ki,=
4wku,5.68,general,Ki,=
4jwk,8.32,general,Kd,=
2it4,1.62,general,Ki,=
4xmr,4.07,general,Kd,=
2qh6,6.00,general,IC50,=
3way,7.66,general,IC50,=
3r9n,5.85,general,IC50,=
1xmy,7.30,general,IC50,=
3i0s,9.00,general,IC50,=
2g9q,6.40,general,Ki,=
4od9,7.24,general,IC50,=
2qt5,5.03,general,Kd,=
2wfg,4.42,general,IC50,=
1gah,12.00,general,Ki,=
3evd,6.91,general,Kd,=
1bl4,8.74,general,IC50,=
5alk,6.60,general,IC50,=
4w5a,3.77,general,Kd,=
4pqn,9.15,general,Ki,=
4qz3,5.51,general,IC50,=
1g7q,6.06,general,Kd,=
4pnu,4.89,general,Kd,=
4d2s,7.70,general,IC50,=
4jn2,11.68,general,Kd,=
4g17,7.54,general,IC50,=
4mao,7.33,general,IC50,=
4x3h,4.23,general,Kd,=
2qd9,7.89,general,IC50,=
3itz,8.85,general,IC50,=
4xy8,6.40,general,Kd,=
2pzi,6.10,general,IC50,=
1wvj,6.73,general,Ki,=
8cpa,9.15,general,Ki,=
4oak,4.22,general,Ki,=
2qtr,5.49,general,Kd,=
4oz3,4.55,general,IC50,=
3oy1,7.80,general,IC50,=
1iew,4.59,general,Ki,=
4r92,7.41,general,Ki,=
2vle,7.10,general,IC50,=
2qwg,3.64,general,IC50,=
1bim,8.92,general,IC50,=
4mx1,3.68,general,IC50,=
2pix,4.30,general,IC50,=
2w10,6.77,general,Kd,=
3avh,3.30,general,IC50,>
4k72,3.00,general,Ki,>
3q44,6.31,general,Ki,=
4b6f,3.30,general,IC50,~
4ybm,6.85,general,IC50,=
1h08,4.55,general,IC50,=
1ule,5.92,general,Kd,=
1ksn,9.40,general,Ki,=
2lsr,5.24,general,Kd,=
2g97,6.82,general,Kd,=
4q9s,3.81,general,IC50,=
3cp9,7.32,general,IC50,=
4kom,7.00,general,Kd,=
1bra,1.82,general,Ki,=
2jjk,8.05,general,IC50,=
3hub,8.09,general,Kd,=
4ode,10.00,general,IC50,=
3k48,6.31,general,IC50,~
2xct,4.51,general,IC50,=
3si4,3.88,general,Ki,=
4gtq,8.30,general,IC50,<
3oki,7.15,general,IC50,=
2ltx,5.39,general,Kd,=
4f8j,5.07,general,Kd,=
1o3c,7.13,general,Ki,=
4m5r,3.00,general,IC50,=
1ld8,8.46,general,IC50,=
4djy,8.27,general,Ki,=
7gpb,5.52,general,Kd,=
4y2y,5.05,general,IC50,=
4hlf,6.06,general,IC50,=
2l6e,6.00,general,Kd,=
4zip,9.68,general,Ki,=
1bnw,9.08,general,Kd,=
2xc0,6.72,general,Ki,=
2jg8,6.30,general,Kd,=
1p17,2.82,general,Kd,=
4h2o,5.52,general,IC50,=
4zz2,8.04,general,Ki,=
2w3i,10.00,general,IC50,=
3ika,7.85,general,IC50,=
2q88,5.80,general,Kd,=
4dgr,5.04,general,IC50,=
3mz6,7.20,general,Ki,=
3c79,7.20,general,Kd,=
1ahy,3.36,general,Kd,=
4r4c,5.54,general,Kd,=
3g2s,6.22,general,Kd,=
4rn6,5.10,general,Kd,=
2qki,6.41,general,Kd,=
4jfm,5.48,general,Kd,=
4y2u,3.24,general,IC50,=
1wkm,0.82,general,Ki,=
3afk,3.60,general,Kd,=
4r3c,7.00,general,Ki,=
4ge7,8.15,general,Ki,=
3rsx,4.41,general,Kd,=
3iut,6.34,general,Ki,=
3cs7,10.68,general,Ki,=
1ppw,4.30,general,IC50,=
2a4m,4.52,general,Kd,=
4pft,8.64,general,Kd,=
3ddp,7.14,general,IC50,=
1i41,4.57,general,Ki,=
4k3k,2.35,general,IC50,=
1pcg,7.60,general,Ki,=
2qd6,8.68,general,Ki,=
2xiy,2.44,general,IC50,=
2y76,6.36,general,Ki,=
3aid,6.86,general,Ki,=
3vi5,5.68,general,IC50,=
4pax,6.40,general,IC50,=
4qqc,7.34,general,IC50,=
1tv6,5.40,general,IC50,=
2go4,5.15,general,IC50,=
2lgf,5.57,general,Kd,=
4kqo,6.78,general,IC50,=
3gqo,5.41,general,Kd,=
3iux,7.60,general,Kd,=
4nl1,3.89,general,Kd,=
4z3v,8.40,general,IC50,=
4k6i,6.20,general,Kd,=
4fic,4.70,general,IC50,=
4ury,2.22,general,Kd,=
4fe6,10.00,general,Ki,<
1ka7,6.22,general,Kd,=
1gzg,3.05,general,IC50,=
2a3a,2.82,general,IC50,=
5auy,5.80,general,IC50,=
3o0j,7.19,general,Ki,=
4zly,5.46,general,IC50,=
4w9n,4.26,general,IC50,=
1hyv,2.30,general,IC50,>
4ge9,8.80,general,Ki,=
3sk2,3.61,general,Kd,=
3hxc,5.28,general,IC50,=
4h5e,6.07,general,Kd,=
2v0z,9.22,general,IC50,=
3owk,5.82,general,IC50,=
1ktt,5.82,general,IC50,=
4bco,6.88,general,Ki,=
3hu1,6.89,general,Kd,=
4pgb,7.48,general,Kd,=
3r00,5.07,general,IC50,=
2ds1,8.47,general,IC50,=
4nzm,6.85,general,IC50,=
3mvj,5.49,general,IC50,=
1ajp,2.23,general,Ki,=
3avl,4.18,general,IC50,=
4ir6,6.08,general,IC50,=
4lm0,3.25,general,Ki,=
1kl5,5.99,general,Kd,=
4mjo,6.22,general,Kd,=
1g9a,5.30,general,IC50,=
4gmc,7.74,general,IC50,=
4mbi,8.15,general,IC50,=
1okv,6.17,general,IC50,=
3eyf,7.03,general,Kd,=
5c2h,11.09,general,Ki,=
3o84,7.24,general,Kd,=
1kll,5.20,general,Kd,=
4lwc,6.72,general,Kd,=
3h6z,5.82,general,Kd,=
3pfp,6.44,general,Ki,=
1ms6,9.52,general,Kd,=
2xej,8.87,general,Ki,=
4e0x,7.12,general,Ki,=
4klv,3.78,general,Kd,=
2lnw,5.85,general,Kd,=
4m5i,5.17,general,Kd,=
4gfo,6.62,general,Ki,=
4hwp,7.76,general,Ki,=
2uy3,3.22,general,Ki,=
2yb9,9.22,general,IC50,=
3ho2,6.95,general,IC50,=
4o74,7.60,general,IC50,=
4jff,9.22,general,Kd,=
3dgo,6.74,general,Kd,=
4x1q,5.30,general,Kd,=
2xk7,5.82,general,IC50,=
3cm2,6.47,general,Ki,=
4mc2,8.19,general,Ki,=
4j08,6.66,general,IC50,=
4eh2,3.16,general,IC50,=
1y3p,4.82,general,Kd,=
3suu,8.52,general,Ki,=
1k1l,6.90,general,Kd,=
5e1o,5.43,general,Kd,=
4k19,8.36,general,Kd,=
3oka,4.72,general,Kd,=
4psh,8.89,general,Kd,=
4pgc,5.88,general,Kd,=
3rxm,3.63,general,IC50,=
4r07,5.32,general,Kd,=
4ca6,6.74,general,Ki,=
4n7g,5.66,general,Kd,=
4mgb,5.44,general,Kd,=
3l7g,3.30,general,Ki,=
1jd6,7.39,general,Kd,=
1x39,9.22,general,Ki,=
5ceo,9.30,general,Ki,<
5buj,8.30,general,IC50,=
2ien,9.00,general,Ki,=
1joj,4.22,general,IC50,=
3dp0,5.85,general,IC50,=
2c9d,6.32,general,Kd,=
